stop_desc,stop_lat,stop_name,stop_lon,stop_id
This stop is located on the south side of W Allen St. just west of the intersection with S Larkspur Ave. at the entrance to the Willows Condos serving inbound travel.,39.155678,Allen  @ The Willows ,-86.548462,45297
This stop is located on the west side of S Adams St. at the northwest corner of intersection with W Allen St. serving inbound travel.,39.155975,Adams  & Allen ,-86.550629,45298
This stop is located on the east side of N Monroe St. at the southeast corner of the intersection with W 14th St..,39.175774,Monroe  &14th ,-86.547081,45299
This stop is located on the south side of W 14th St. west of the intersection with N Blair Ave. near  the entrance to Tri-North Middle School,39.17585,14th & Blair  @ Tri-North Middle School,-86.545609,45300
This stop is located on the south side of W 2nd St. between S Maple St. and S Euclid Ave. in front of the Volunteers in Medicine (VIM) Clinic serving inbound travel.,39.161373,2nd  & Maple  @ VIM Clinic,-86.542801,45301
This stop is located on the south side of W 2nd St. west of the intersection with S Walker St. serving inbound travel.,39.161388,2nd  & Walker ,-86.545692,45302
This stop located on east side of S Patteson Dr. south of the intersection with W 2nd St. serving inbound travel.,39.160255,Patterson  & 2nd ,-86.547913,45303
This stop located on east side of S Patteson Dr. 500 feet north of the intersection with W Allen St. serving inbound travel.,39.156719,Patterson  & Allen ,-86.544144,45304
This stop is located on the south side of W 15th St. between N Illinois St. and N Lindberg Dr..,39.176605,15th  & Lindberg ,-86.552246,45305
This stop is located on the west side of N Illinois St. at the intersection with W Illinois Ct. in the Crestmont Housing Area.,39.175556,Illinois  & Illinois ,-86.551765,45306
This stop is located on the east side of W Vernal Pike south of the intersection with Crescent Rd. across from the Bloomington Township Trustee's Office.,39.174744,Vernal Pike & Crescent ,-86.556236,45307
"This stop is a shelter located on the south side of W 17th St. at the southeast corner of the intersection with N Lismore Dr., at Crescent Bend subdivsion and across from Arlington Park Apartments. This stop is the Route 2W Start/End Point.",39.179012,17th & North Lismore,-86.554787,45308
This stop is located on the south side of W 12th St. at the southwest corner of the intersection with N Monroe St..,39.174091,12th  & Monroe ,-86.547256,45309
This stop is located on the south side of W 13th St. east of the intersection with N Illinois St. in the Crestmont Housing Area.,39.174934,13th  & Illinois ,-86.551292,45310
This stop is a shelter located on the south side of W 13th St. just west of the intersection with N Summit St. in the Crestmont Housing Area across from the Housing Authority Office.,39.174938,13th  & Summit  ,-86.548279,45311
This stop Is located in the parking drive for Cambridge Square Apartments next to Building 303. It is the first of three stops for the apartments.,39.16851,Peter Ellis  & Cambridge Square Apartments Building 303,-86.497307,45312
This stop Is located in the parking drive for Cambridge Square Apartments next to Building 305. It is the second of three stops for the apartments.,39.168549,Peter Ellis  & Cambridge Square Apartments Building 305,-86.496658,45313
This stop is located on the west side of S College Mall Rd. just north of the traffic signal to the entrance drive to Eastland Plaza and College Mall at the southeast corner of the Steak & Shake parking lot.,39.16309,College Mall @ Eastland Plaza,-86.498222,45314
This stop is located on the west side of N Jordan Ave. at the southwest corner of the intersection with E 7th St. next to the Neal Marshall Theater Building on the IU Campus.,39.168297,Jordan  & 7th ,-86.516197,45315
This stop is located on the west side of S Jordan Ave. between E 7th St. and E 3rd St. in front of the Musical Arts Center (MAC) on the IU Campus.,39.1665,Jordan  @ Musical Arts Center ,-86.516541,45316
This stop is a shelter located on the east side of S College Mall Rd. halfway between E 2nd St. and the entrance drive to Eastland Plaza and College Mall.,39.162258,College Mall Shelter,-86.497742,45317
This stop is located on the west side of S Pete Ellis Dr. at the southwest corner of E Braeside Dr. in front of Cambridge Square Apts. Building 301 serving inbound (3L) and southbound (8) travel. It is the third of three stops for the apts.,39.168312,Cambridge Square Apartments,-86.495125,45318
This stop is a shelter located on the south side of E Longview Ave. east of the intersection with S Pete Ellis Dr..,39.166843,Longview  & Pete Ellis  ,-86.494392,45319
This stop is located on the north side of E Winslow Rd. west of the intersection with S Henderston St.next to the Village Pantry serving outbound travel.,39.136066,Winslow  & Henderson  @ Village Pantry,-86.527557,45320
This stop is located on the west side of S Henderston St.south of E Brandon Ct  across from Winslow Plaza Shopping Center serving outbound travel.,39.137108,Henderson  @ Winslow Plaza,-86.526993,45321
This stop is located in the parking drive of Walnut Grove Apartments off of S Walnut Street Pike. It is next to Building A and is the first of two stops for the Apartments.,39.127865,Walnut Grove Apartments Building A,-86.528503,45322
This stop is located on the south side of E North Dr. at the southwest corner of the intersection with S Henderson St. behind Bloomington High School South.,39.144539,North  & Henderson ,-86.527176,45323
This stop is located on the south side of E North Dr. just east of the intersection with S Walnut St..,39.144196,North  @ BHS South,-86.531174,45324
"This stop is located on the west side of S Henderston St.at the northeast corner of the intersection with E Graham Dr., the entrance to Timber Ridge Apartments.",39.13953,Henderson  @ Timber Ridge ,-86.527039,45325
This stop is located on the west side of S Henderston St. just north of the intersection with E South St. & E Wylie Farm Rd. behind Bloomington High School South serving outbound travel.,39.14225,Henderson  & South  @ BHS South,-86.527016,45326
This stop is located on the east side of S Clarizz Blvd. south of E Stratum Way across from The Grove at Latimer Apartments serving outbound travel.,39.155239,Clarizz Boulevard @ The Grove ,-86.490662,45327
This stop is located on N Walnut Street Pike at the northeast corner of the intersection with E Allendale Dr..,39.130875,Walnut Street Pike & Allendale ,-86.526695,45328
This stop is located in the parking drive of Walnut Grove Apartments off of S Walnut Street Pike. It is next to Building B and is the second of two stops for the Apartments.,39.128647,Walnut Grove Apartments Building B,-86.527367,45329
This stop is located on the east side of N Kinser Pike at the southeast corner of the south (lower) intersection with W Skyline Dr. serving outbound travel.,39.190502,Kinser Pike & W Skyline South ,-86.537651,45330
This stop is located on the east side of N Kinser Pike at the southeast corner of the intersection with W Parish Rd. the entrance to Marsh North serving outbound travel.,39.188023,Kinser Pike & Parish  @ Marsh ,-86.537659,45331
This stop is located on the south side of E Kirkwood Ave. just west of the intersection with S Indiana Ave. in front of the Carmichael Center serving outbound travel.,39.166458,Kirkwood  & Indiana ,-86.527054,45332
This stop is located on the east side of N Fee Ln. south of the intersection with E Forest Dr. next to Foster Quad on the IU Campus serving outbound travel.,39.17617,Fee  @ Foster Quad,-86.518822,45333
This stop is located on the west side of N Dunn St. just south of the intersection with E 17th St..,39.178856,Dunn  & 17th ,-86.528404,45334
This stop is located on the east side of N Fee Ln. south of the intersection with E 17th St. next to tennis courts across from Briscoe Quad on the IU Campus serving outbound travel.,39.178204,Fee  @ Briscoe Quad,-86.518761,45335
This stop is located on the north side of E 14 St. at the northwest corner of the intersection with N Washington St..,39.176025,14th  & Washington  @ Brownstone ,-86.532333,45336
This stop is located on the west side of N Dunn St. south of the intersection with E 15th St. next to Terra Trace Apartments.,39.176682,Dunn  & 15th  ,-86.528419,45337
This stop is located on the east side of S High St. just south of the intersection with E Maxwell Ln. serving inbound travel.,39.157669,High  & Maxwell ,-86.508408,45338
This stop is located on the south side of E Maxwell Ln. at the southwest corner of the intersection with S High St. serving outbound travel.,39.15773,Maxwell  & High ,-86.508598,45339
This stop is located on the south side of E 3rd St. east of the intersection with E Morningside Dr. serving outbound (3) and northbound (8) travel. There is no sign for this stop,39.164143,3rd  & Reisner ,-86.487846,45340
This stop is located on the main north west drive through the Jackson Creek Shopping Center parking lot in front of the Kroger East grocery store serving northbound and southbound travel.,39.154381,Jackson Creek Shopping Center East,-86.495743,45341
This stop is located on the west side of N Morton St. at the northwest corner of the intersection with W 10th St..,39.171776,10th  & Morton ,-86.536125,45342
This stop is located on the east side of S Rogers St. at the northeast corner of the intersection with W Dixie St. next to Martha's House Emergency Shelter serving inbound travel.,39.15667,Rogers  & Dixie ,-86.53862,45343
This stop is located on the east side of S Rogers St. at the southeast corner of the intersection with W Davis St. serving inbound travel.,39.154472,Rogers  & Davis ,-86.538658,45344
This stop is located on the east side of S Rogers St. at the southeast corner of the intersection with W Patterson Dr. serving inbound travel.,39.153652,Rogers  & Patterson ,-86.538643,45345
This stop is located on the west side of S Sare Rd. at the northwest corner of the south intersection with E McCartney Ln..,39.144367,Sare  & McCartney  @ South Intersection,-86.497032,45346
This stop is located on the west side of S Sare Rd. at the northwest corner of the intersection with E Spicewood Ln. serving southbound travel.,39.140999,Sare  & Spicewood ,-86.496658,45347
This stop is located on the west side of S Sare Rd. at the southwest corner of the intersection with E Buttonwood Ln..,39.139088,Sare  & Buttonwood ,-86.496643,45348
This stop is located on the east side of S High St. just north of the intersection with E Moores Pike next to Covenanter Cemetary serving inbound travel.,39.150833,High  & Moores Pike,-86.508354,45349
This stop is located on the west side of S High St. just north of the intersection with E Hillside Dr. serving outbound travel.,39.150692,High  & Hillside ,-86.508507,45350
This stop is located on the east side of S High St. at the southeast corner of the intersection with E Covenanter Dr. serving inbound travel.,39.153534,High  & E Covenanter ,-86.5084,45351
This stop is located on the west side of S High St. at the northwest corner of the intersection with E Marilyn Dr. serving outbound travel.,39.153687,High  & Marilyn  ,-86.508484,45352
"This stop is a shelter located on the east side of N Smith Rd. at the entrance to Meadow Park Apartments serving inbound (3L), westbound (6), and southbound (8) travel.",39.172012,Smith  @ Meadow Park ,-86.481567,45353
"This stop is located on the east side of N Smith Rd. between E McCracken Way and the railroad underpass in front of Spring Mill Apartments and across from Shamrock Pointe Apartments serving inbound (3L), westbound (6), and southbound (8) travel.",39.168152,Smith  & McCracken Way,-86.48127,45354
This stop is located on the west side of N Smith Rd. just south of intersection with E Morningside Dr. serving westbound travel.,39.166035,Smith  & Morningside ,-86.481216,45355
This stop is located on the east side of S Smith Rd. just south of the intersection with E 3rd St. serving inbound (3) and westbound (6) travel.,39.163929,Smith  & 3rd ,-86.481056,45356
This stop is located on the north side of E Hagen St. just east of the intersection with S Smith Rd. serving inbound travel (3) and westbound (6) travel.,39.16301,Hagan  & Smith ,-86.480316,45357
This stop is a shelter located on the north side of E Hagen St. just west of the intersection with S Park Ridge Dr. across from Bradford Ridge Apartments serving inbound travel (3) and westbound (6) travel.,39.163013,Hagan  @ Reserve on 3rd ,-86.476776,45358
This stop is a shelter located at Knightridge Apartments near the entrance off of State Road 446. It is the Route 6 Start/End Point,39.160988,Knightridge Apartments ,-86.471771,45359
This stop is located on the north side of W Belle Ave. at the northeast corner of the intersection with N Park Square Dr..,39.163345,Belle  & Park Square ,-86.591766,45360
This stop is located on the north side of E 10th St. east of N Feel Ln. in front of the Buisness School/SPEA Building and across from the Wells Library on the IU Campus.,39.171692,10th & Fee ,-86.51786,45362
This stop is located on the west side of E Allendale  Dr. at the southwest corner of the intersection with E Dunstanf Dr..,39.131283,Allendale  & Dunstan ,-86.516876,45363
This stop is located on the south side of E 10th St. (State Road 45) east of the intersecition with State Road 45 46 Bypass in front of the entrance to Stonebelt and the IU Cyber Infrastructure Building (CIB).,39.171638,10th  @ Stonebelt ,-86.500954,45364
This stop is a shelter located on the east side of S Henderson St. next to the Winslow Plaza Shopping Center and south of Brandon Court Apartments serving inbound travel. ,39.137474,Henderson  @ Winslow Plaza ,-86.526833,45365
This stop is located on the west side of N Woodlawn Ave. just north of intersection with E 7th St. infront of the IU Huttons Honor College and across from the Indiana Memorial Union serving inbound (1) and westbound (6) travel.,39.16877,Woodlawn  & 7th  @ Memorial Union,-86.523544,45366
This stop is located on the north side of E 7th St. just east of the intersection with N Fess Ave. in front of IU Student Legal Services across from Indiana Memorial Union (IMU) serving inbound (1) and westbound (6) travel.,39.168556,7th  & Fess ,-86.525482,45367
This stop is located on the north side of E 10th St. just west of the intersection with N Woodlawn Ave. in front of the Informatics School serving inbound (1) and westbound (6) travel.,39.171696,10th  & Woodlawn ,-86.523346,45368
This stop is located on the east side of N Jacob Dr. south of the intersection with W Alexander Dr. in front of the Penn Station Restaurant. This is the second of four stops in Whitehall Crossing.,39.168373,Whitehall Crossing Penn Station,-86.573494,45370
This stop is located on the north side of E 7th St. east of the intersection with N Dunn St. serving inbound (1) and westbound (6) travel.,39.168575,7th  & Dunn ,-86.527893,45371
This stop is located on the north side of E 7th St. east of the intersection with N Grant St. serving westbound travel.,39.168594,7th  & Grant ,-86.529358,45372
This stop is located on the north side of E Maxwell Ln. at the northeast corner of the intersection with S Mitchell St..,39.157864,Maxwell  & Mitchell ,-86.513664,45373
This stop is located on the south side of W 3rd St. at the southwest corner of the intersection with S Patterson Dr..,39.164295,3rd  & Patterson ,-86.552208,45374
This stop is located on south side of W 3rd St. west of the intersection with S Curry Pike in front of Big Red Liquors (4023 W 3rd St).,39.164558,3rd  & Curry Pike,-86.583946,45375
This stop is located near the north entrance to Whitehall Plaza on the east side of the main drive in front of Bob Evans Restaurant serving inbound travel. This is the third of three inbound stops in Whitehall Plaza.,39.163944,Whitehall Plaza @ Bob Evans,-86.576111,45376
This stop is located on the north side of E Hillside Dr. at the northeast corner of the intersection with S Lincoln St. serving inbound travel.,39.150551,Hillside  & Lincoln ,-86.531281,45377
This stop is located on the east side of S Walnut St. just south of the intersection with E Grimes Ln..,39.153088,Walnut  & Grimes ,-86.533607,45378
This stop is located on the north side of E Hillside Dr. at the east of the intersection with S Walnut St..,39.150574,Hillside  & Walnut ,-86.533386,45379
This stop is located on the east side of S Walnut St. south of the intersection with E Dixie St. serving inbound travel.,39.156261,Walnut  & Dixie ,-86.533569,45380
This stop is located on the east side of S Walnut St. at the southeast corner of the intersection with E 2nd St.. ,39.161308,Walnut  & 2nd ,-86.533577,45381
This stop is located on the east side of S Walnut St. at the southeast corner of the intersection with E 1st St..,39.159294,Walnut  & 1st ,-86.533531,45382
This stop is located on the south side of E 3rd St. in front of the Transit Center. Only Route 7 serves this bus stop.,39.164574,3rd & Walnut ,-86.533257,45383
This stop is located on the east side of S Walnut St. north of the intersection with E Smith Ave. just north of the Project School.,39.163246,Walnut St.  @ The Project School,-86.533539,45384
This stop is located on west side of S Leonard Springs Rd. south of the intersection with W Maybury Mall next to Woodland Springs Apartments serving outbound travel.,39.131832,Leonard Springs  & Maybury Mall,-86.582649,45385
This stop is located on the west side of S Curry Pike at the northwest corner of the intersection with W Glen Oaks Dr..,39.144657,Curry Pike & Glen Oaks ,-86.582687,45386
This stop is located on the west side of S Curry Pike at the southwest corner of the intersection with W Beasley Dr..,39.149128,Curry Pike & Beasley ,-86.58268,45387
This stop is located on the west side of S Curry Pike at the northwest corner of the intersection with W Roll Ave..,39.147301,Curry Pike & Roll ,-86.58268,45388
This stop is a shelter located on the north side of W Consititution Ave. just west of the intersection with S Liberty Dr. below the Bureau of Moter Vechicles License Branch.,39.15126,License Branch Shelter,-86.577423,45389
This stop is a shelter located on the north side of W Consititution Ave. east of the intersection with S Curry Pike in front of Sabin Corporation.,39.151405,Constitution Way & Curry Pike,-86.580879,45390
This stop is a shelter located on the east side of S Liberty Dr. north of the intersection with  W Bloomfield Rd. in front of Aldis Grocery Store.,39.147133,Liberty  @ Aldi's Grocery ,-86.576996,45391
This stop is located on the east side of S Liberty Dr. half way between W Bloomfield Rd. and W Constitution Ave. in front of Ivy Tech's Liberty Crossing location and next to Bloom Marketing.,39.149025,Liberty  @ Ivy Tech,-86.576904,45392
This stop is located on the east side of S Curry Pike just south of the intersection with W Curry Ct..,39.153759,Curry Pike & Curry  ,-86.582504,45393
This stop is located on the north side of W Gifford Rd. west of the intersection with S Curry Pike in front of Garden Villa Health and Nursing Center.,39.15609,Gifford  @ Garden Villa,-86.583878,45394
This stop is located on the east side of N Fee Ln. north of E 10th St. at the north end of the IU Buisness School on the IU Campus serving outbound travel.,39.173054,Fee  & 11th  @ Business School,-86.518822,45395
This stop is located on the north side of E 10th St. just west of the intersection with N Walnut Grove Ave. in front of the Psychology Building on the IU Campus serving inbound (1) and westbound (6) travel.,39.171677,10th  & Walnut Grove  @ IU Psychology,-86.520782,45396
This stop is located on the north side of E 17th St. at the northwest corner intersection with N Indiana Ave. across from the IU Credit Union.,39.179085,17th  & Indiana ,-86.527328,45397
This stop is located on the north side of E 17th St. at the intersection with N Forrest Ave. in front of Assembly Hall and across from the IU DeVault Alumni Center.,39.179085,17th  @ Assembly Hall,-86.522423,45398
This stop is located on the east side of N Walnut St. south of the intersection with the 45 46 Bypass in front of Motel 6 at 1800 N Walnut St. and north of Miller-Showers Park.,39.183548,N Walnut  @ Motel 6,-86.534111,45399
This stop is located on the east side of N Walnut St. south of the intersection with E 14th St. serving  westbound (6) travel.,39.175655,Walnut  & 14th ,-86.533463,45400
This stop is located on the north side of W Winding Way at the stop sign at the northeast corner of the intersection with N Kingsley Dr. serving inbound travel. There is no sign at the stop.,39.198051,Winding Way & Kingsley ,-86.543167,45401
This stop is a shelter located on the west side of N Kinser PIke just south of the intersection with W Parrish Rd. the access to the Marsh North Grocery Store serving inbound travel.,39.18792,Kinser Pike & Parish  @ Marsh ,-86.537827,45402
The stop is located on the north side of N Kinser Pike as it curves just east of the entrance to Bloomington High School North.,39.201035,Kinser Pike @ BHS North ,-86.546921,45403
This stop is a shelter located on the north side of W 11th St. in front of the 7-Eleven store just east of the intersection with N Summit St..,39.173286,11th & Summit @ 7-Eleven ,-86.54805,45404
This stop is located on the north side of W 11th St. between N Orris Dr. and N Blair Ave..,39.173309,11th  & Orris ,-86.54451,45405
This stop is located on the north side of W 11th St. just east of the intersection with S Maple St. serving outbound travel.,39.173325,11th  & Maple ,-86.541969,45406
This stop is located on the north side of W 11th St. east of the intersection with S Fairview St. across from Bender Lumber.,39.173328,11th  & Fairview ,-86.540024,45407
This stop is located on the east side of S Rogers St. south of the intersection with W 11th St..,39.172894,Rogers  & 11th ,-86.53849,45408
This stop is located on the east side of S Rogers St. south of the intersection with W 10th St. near the B-Line Trail crossing.,39.171047,Rogers  & 10th ,-86.538551,45409
This stop is located on the east side of S Rogers St. south of the intersection with W 8th St. across from Fairview Elementary School.,39.169361,Rogers  & 8th ,-86.538567,45410
This stop is located on the north side of W 7th St. just east of the intersection with N Rogers St..,39.168644,7th  & Rogers ,-86.538445,45411
This stop is located on the west side of N Adams St. just east of the intersection with S Patterson Dr. prior to the road curving into W 3rd St.,39.164581,Adams  & Patterson ,-86.551613,45412
This stop is located on the north side of W 11th St. between N Oolitic St. and W Vernal Pike.,39.173279,11th  & Oolitic ,-86.554207,45413
This stop is located on the north side of W 11th St. at the intersection with N Adams St..,39.173294,11th  & Adams ,-86.54982,45414
"This stop is located on the east side of S Sare Rd. south of the intersection with E Cathcart St, the entrance to Renwick Village servind northbound travel.",39.148735,Sare  & Cathcart  @ Renwick Village,-86.498962,45415
This stop is located on the west side of N Prow Rd. south of the interesection with W Acuff Rd. across from Bloomington Meadows Hospital.,39.206161,Prow  @ Meadows Hospital,-86.55217,45416
This stop is located on the north side of W Acuff Rd. at the intersection with N Rosewood Dr..,39.208469,Acuff  & Rosewood ,-86.549438,45417
This stop is located on the east side of N Kinser Pike just north of the interesection with W Rosewood Dr..,39.205715,Kinser Pike & Rosewood ,-86.547295,45418
This stop is located on the west side of S Walunt St. at the northwest corner of the interesection with W Grimes Ln. in front of Bloomington Paint and Wallpaper.,39.153469,Walnut  & Grimes ,-86.533875,45419
This stop is located on the west side of S Walunt St. just south of the interesection with W Dixie St. in front of Budget Rental serving outbound travel.,39.156342,Walnut  & Dixie ,-86.533775,45420
This stop is located on west side of N Smith. at the northwest corner of the intersection with E Morningside Dr. serving eastbound travel.,39.166328,Smith  & Morningside ,-86.481407,45421
This stop is located on west side of S Sare Rd. at the northwest corner of the intersection with E Mill Stone Ct. serving outbound (5) and southbound (8) travel.,39.124538,Sare  & Mill Stone  ,-86.507271,45422
This stop is located on east side of S High St. at the northeast corner of the intersection with E Arden Dr. serving inbound travel.,39.147415,High  & Arden ,-86.508263,45423
This stop is located on west side of S Leonard Springs Rd. at the southwest corner of the intersection with W Woodhaven Dr. serving outbound travel.,39.128193,Leonard Springs  & Woodhaven ,-86.582642,45424
This stop in located on the south side of E John Hinke Pl. at the intersection with the eastern most entrance to Woodbridge Apartments.,39.170368,John Hinkle @ Woodbridge ,-86.491417,45425
This stop is a shelter on the south side of W 3rd Street just east of the intersection with S Wynndale Dr.,39.164394,3rd  & Wynndale  ,-86.569878,45426
This stop in located on the east side of S Park Ridge Rd. south of the intersection with E 3rd St next to the entrance to Mr. Hibachi Restaurant.,39.163822,Park Ridge & 3rd St,-86.476181,45427
This stop is located on the south side of E John Hinkle Place just west of the east entrance drive to Crescent Park Apartments and in front of the sand volleyball court.,39.169952,John Hinkle @ Crescent Park ,-86.49337,45428
This stop is located on the west side of S Henderson St. at the southwest corner of the interection with E Melrose Ave. the enterance to Regency Court Apartments serving outbound travel.,39.149162,Henderson  & Melrose  @ Regency Court ,-86.526985,45430
This stop is located on the south side of E Hillside Dr. just east of the intersection with S Dunn St. serving outbound travel.,39.150482,Hillside  & Dunn ,-86.528023,45431
This stop is located on the north side of E Hillside Dr. at the northeast corner of the intersection with S Palmer Ave..,39.150566,Hillside  & Palmer ,-86.529144,45433
This stop is located on the north side of W 3rd St. at the northeast corner of the intersection with S Franklin Rd.,39.164684,3rd  & Franklin ,-86.570007,45434
This stop is located on the south side of E 10th St. west of N Union St. next to Ashton Residence Center on the IU Campus and across from Crosstown Shopping Center serving outbound (9) and eastbound (6) travel.,39.17152,10th  @ Ashton Center,-86.510757,45435
This stop is located on the south side of E 10th St. east of N Union St. next to Eigemann Hall on the IU Campus serving outbound (9) and eastbound (6) travel.,39.171436,10th  @ Eigenmann Hall,-86.508209,45436
This stop is a shelter located in the turn around drive in front of Tulip Tree Apartments off of E 10th St. on the IU Campus.,39.172592,Tulip Tree Apartments ,-86.504974,45437
This stop is located on the south side of E 10th St. west of the intersection with State Road 45 46 Bypass serving outbound (9) and eastbound (6) travel.,39.171463,10th  & 45 46-Bypass,-86.503288,45438
"This stop is located on the west side of S College Mall Rd. at the northwest corner of the intersection with E 2nd St. across from College Mall serving outbound (3, 9), northbound (8) and southbound (8) travel.",39.161083,College Mall  & 2nd ,-86.497894,45440
"This stop is located on the west side of S College Mall Rd. south of E 2nd St. in front northern entrance drive to Hunter Ridge Apartments serving outbound (3, 9) and southbound (8) travel.",39.159523,College Mall  @ Hunter Ridge,-86.497917,45441
This stop is located on the south side of E Buick Cadillac Blvd. just west of the intersection with S Clarizz Blvd.,39.159309,Buick Cadillac & Clarizz ,-86.491127,45443
This stop is located on the east side of S Sare Rd. at the southeast corner of the intersection with Meadowcreek Blvd. at the entrance to Meadow Creek Subdivsion serving  inbound (5) and northbound (8)  travel.,39.131966,Sare  & Meadowcreek Boulevard,-86.500114,45444
"This stop is located on the north side of E Rogers Rd. at the northwest corner of the intersection with S Winding Brook Cir., at the entrance to the Woodlands subdivsion serving inbound travel.",39.136063,Rogers  & Winding Brook ,-86.504227,45445
This stop is located on the south side of E Rogers Rd. at the southwest corner of the intersection with S Spicewood Ln. in front of Sherwood Oaks Christian Chruch serving outbound travel.,39.135925,Rogers  @ Sherwood Oaks Christian Church,-86.501053,45446
"This stop is located on the north side of E Rogers Rd. at the northwest corner of the intersection with S Spicewood Ln., at the entrance to Spicewood subdivsion and across from the Sherwood Oaks Christian Chruch serving inbound travel.",39.136074,Rogers  & Spicewood ,-86.500992,45447
This stop is located at the circle drive on the east side of Jackson Creek Middle School near the parking lot off of S Sare Rd. It is the Route 5 Start/End Point,39.123539,Jackson Creek Middle School,-86.509743,45448
This stop is located on the east side of S Sare Rd. at the southeast corner of the intersection with E Canda Dr. serving inbound (5) and northbound (8)  travel.,39.126385,Sare  & Canada  ,-86.504379,45449
This stop is a shelter located on the east side of S Sare Rd. at the southeast corner of the intersection with E Creeks Edge Dr. next to IMA Medical Offices serving inbound (5) and northbound (8)  travel.,39.128342,Sare  & E. Creeks Edge  @ IMA ,-86.503197,45450
This stop is a shelter located on the east side of S Sare Rd. at the southeast corner of the intersection with E Olson Dr. in front of Oaklawn Park Condos serving inbound (5) and northbound (8)  travel.,39.13055,Sare  & Olson  @ Oaklawn ,-86.501915,45451
This stop is located on the south side of E Rogers Rd. at the southwest corner of the intersection with S The Stands Dr. the entrance to The Stands subdivsion serving outbound travel.,39.135921,Rogers  & The Stands ,-86.50428,45452
This stop is located on the east side of S High St. north of the High St. - Rogers Rd. - Winslow Dr. round-about in front of Childs Elementary School serving inbound travel.,39.138741,High  @ Childs Elementary,-86.508087,45453
This stop is located on the west side of S Curry Pike at the northwest corner of the intersection with W Constitution Ave. at the entrance to Lamplighter Moble Home Park.,39.151436,Curry Pike & Constitution ,-86.582771,45454
This stop is located on the west side of S Curry Pike just north of the intersection with W Heritage Way.,39.153538,Curry Pike & Heritage Way,-86.582718,45455
This stop is located on the west side of W Woodside Dr. at the northwest corner of the intersection with S Sugar Maple Pl. This is the second of three outbound stops in Orchard Glen Apartment Complex.,39.156307,Woodside  & Sugar Maple ,-86.589119,45456
This stop is located on the south side of W Woodside Dr. at the southwest corner of the intersection with S Paper Birch Ct. This is the first of three outbound stops in Orchard Glen Apartment Complex.,39.156841,Orchard Glen Apartments,-86.591385,45457
This stop is located on the west side of S Park Square Dr. north of W Woodside Dr. at the north entrance to Highland Park Elementary School.,39.158363,Highland Park Elementary ,-86.591843,45458
This stop is located on the west side of S Park Square Dr. at the intersection with W Sunset Dr. serving outbound travel.,39.161247,Park Square  & Sunset ,-86.591873,45459
This stop is located on the west side of S Curry Pike at the northwest corner of the intersection with W Stebu Ln..,39.154984,Curry Pike & Stebu ,-86.582748,45460
This stop is located on the south side of W Gifford Rd. west of the intersection with S Curry Pike across from Garden Villa Health and Nursing Center.,39.156067,Gifford  & Curry Pike @ Garden Villa,-86.583687,45461
This stop is located on the east side of W Woodside Dr. at the southeast corner of the intersection with  W Apple Tree Ct. This is the first of three inbound stops in Orchard Glen Apartment Complex.,39.154835,Woodside  & Apple Tree ,-86.588776,45462
This stop is located on the west side of W Woodside Dr. at the northwest corner of the intersection with W Gifford Rd. This is the third of three outbound stops in Orchard Glen Apartment Complex.,39.154587,Woodside  & Gifford ,-86.588936,45463
"This stop is located on the east side of S Henderson St. at the southeast corner of the intersection with E Grahamn Dr, the entrance to Timber Ridge Apartments.",39.139362,Henderson  & Graham ,-86.526871,45464
This stop is as shelter  located on the west side of S Basswood Dr. just south of the entrance to Forest Ridge Apartments.,39.157562,Basswood  @ Forest Ridge Apartments ,-86.571281,45465
This stop is located on the west side of S Leondard Srpings Rd. south of the intersection with W State Road 45 and north of the west entrance to Walmart serving outbound travel.,39.141144,Leonard Springs & State Road 45,-86.582695,45466
"This stop is located on the east side of S Basswood Dr. at the southeast corner of the southern intersection with S Greenleaf Ct., the entrance to Bradford Ridge Apartments.",39.154137,Basswood  & Greenleaf ,-86.572426,45467
"This stop is as shelter located on the east side of S Basswood Dr. just north of the southern intersection with S Copper Beach Way., the entrance to Copper Beach Apartments.",39.155647,Basswood  & Copper Beach Way ,-86.572021,45468
This stop is located on the east side of S Basswood Dr. north of the intersection with W Bloomfield Rd..,39.150051,Basswood  & Bloomfield Rd,-86.569275,45469
"This stop is located on the east side of S Basswood Dr. at the southeast corner of the southern intersection with S Basswood Cir., the entrance to Basswood Apartments.",39.15062,Basswood Apartments,-86.57119,45470
This stop is located on the north side of W Bloomfield Rd. at the northeast corner of the intersection with S Cory Ln. serving outbound travel.,39.157223,Bloomfield  & Cory ,-86.559647,45471
This stop is located on the north side of W Bloomfield Rd. at the intersection with S Rolling Ridge Way in front of the Twin Lakes Recreation Center (TLRC) serving outbound travel.,39.155048,Bloomfield  & Rolling Ridge Way @ TLRC,-86.563217,45472
This stop is located on the north side of W Bloomfield Rd. just east of the intersection with S Landmark Ave. next to Williams Brothers Pharmacy serving outbound travel.,39.159912,Bloomfield  & Landmark ,-86.554214,45473
This stop is located on the north side of W Bloomfield Rd. at the northeast corner of the intersection with S Anna Lee Ln. serving outbound travel.,39.158123,Bloomfield  & Anna Lee ,-86.557495,45474
This stop is a shelter located on the east side of S Leondard Srpings Rd. south of the intersection with W State Road 45 and just north of the west entrance to Walmart serving inbound travel.,39.141254,Leonard Springs @ Wal-mart Shelter,-86.582474,45475
